,Total Population,% age 21+,% age 65+,% Race - White,% Race - Black,% Race - American Native,% Race  - Asian,% Race - Pacific Islander,% Race - Other,% Race - Hispanic/Latino,% Male,2021 Median Income,City,State,Region
4268,2955,80.5,25.5,88.6,4.5,4.1,3.9,0.4,6.9,7.4,0.48697123519458546,,oxoboxo river,connecticut,northeast
4269,5433,77.9,19.1,94.3,3.2,2.5,3.2,0.2,3.6,3.8,0.4719307933002025,,pawcatuck,connecticut,northeast
4270,3899,75.9,17.8,82.1,3.3,0.8,7.8,0.1,15.9,15.6,0.46729930751474735,,pemberwick,connecticut,northeast
4271,2580,75.6,20.9,93.5,3.1,2.7,2.4,0.3,6.4,6.7,0.4786821705426357,,plainfield village,connecticut,northeast
4272,2016,77.2,19.4,93.7,3.0,1.5,3.6,0.0,5.4,6.4,0.4320436507936508,,plantsville,connecticut,northeast
4273,1131,73.0,20.5,91.0,2.9,0.9,6.9,0.2,6.4,6.0,0.46153846153846156,,plattsville,connecticut,northeast
4274,161,82.6,22.4,98.8,0.0,1.2,1.2,0.0,1.2,0.0,0.5217391304347826,,pleasant valley,connecticut,northeast
4275,1322,66.6,16.4,91.7,1.6,0.4,9.6,0.1,5.1,5.2,0.5015128593040847,,poplar plains,connecticut,northeast
4276,1686,72.9,12.7,59.6,16.3,5.4,12.4,0.4,22.2,23.7,0.498220640569395,,poquonock bridge,connecticut,northeast
4277,5813,79.4,22.7,92.7,4.8,1.8,2.2,0.1,6.6,7.0,0.4744538104249097,,portland,connecticut,northeast
4278,7065,75.5,16.3,92.9,4.1,3.9,2.0,0.1,5.7,7.0,0.4915782024062279,,putnam,connecticut,northeast
4279,187,79.7,25.7,98.4,1.1,0.0,0.0,0.0,7.0,2.7,0.5080213903743316,,quasset lake,connecticut,northeast
4280,1114,82.9,25.9,96.2,0.9,2.7,1.3,0.0,5.3,4.4,0.47755834829443444,,quinebaug,connecticut,northeast
4281,3639,18.1,0.1,88.1,5.5,2.2,3.9,0.1,1.1,9.2,0.3827974718329211,,quinnipiac university,connecticut,northeast
4282,315,78.4,18.7,93.0,6.3,0.3,5.1,0.0,7.9,3.5,0.5301587301587302,,redding center,connecticut,northeast
4283,2223,68.0,13.5,88.8,1.8,0.6,10.8,0.0,5.4,5.1,0.4853801169590643,,ridgebury,connecticut,northeast
4284,7596,71.5,19.7,92.0,1.9,0.8,6.3,0.1,5.8,5.6,0.47498683517640866,,ridgefield,connecticut,northeast
4285,8843,65.7,14.8,86.0,1.8,0.6,11.8,0.1,10.5,10.5,0.4906705869048965,,riverside,connecticut,northeast
4286,160,80.6,33.1,99.4,0.6,1.3,1.3,0.0,2.5,2.5,0.38125,,riverton,connecticut,northeast
4287,658,72.3,18.1,92.7,1.7,0.2,5.5,0.0,5.3,5.3,0.4817629179331307,,rock ridge,connecticut,northeast
4288,7920,74.6,13.5,74.9,17.8,2.7,4.8,0.3,12.6,17.8,0.48282828282828283,,rockville,connecticut,northeast
4289,818,83.3,44.6,85.5,4.0,0.9,10.8,0.0,4.8,6.5,0.4278728606356968,,route 7 gateway,connecticut,northeast
4290,1446,4.7,0.3,94.0,4.0,0.8,3.3,0.1,1.5,10.8,0.34716459197787,,sacred heart university,connecticut,northeast
4291,175,72.0,20.0,89.7,1.7,1.1,6.3,0.0,6.3,6.9,0.5485714285714286,,sail harbor,connecticut,northeast
4292,2428,77.7,24.3,95.7,2.5,1.5,3.0,0.1,5.3,4.0,0.45510708401976935,,salmon brook,connecticut,northeast
4293,9114,73.7,15.2,93.9,2.2,0.9,3.7,0.1,6.2,5.5,0.4990125082290981,,sandy hook,connecticut,northeast
4294,2937,74.6,18.8,89.0,3.4,0.8,7.8,0.1,6.8,7.1,0.48314606741573035,,saugatuck,connecticut,northeast
4295,1172,85.2,34.9,95.7,0.8,0.9,2.0,0.3,5.8,6.0,0.46501706484641636,,saybrook manor,connecticut,northeast
4296,662,88.1,40.3,94.3,2.0,0.2,1.1,0.0,5.9,3.2,0.4788519637462236,,sharon,connecticut,northeast
4297,40869,79.4,22.3,86.8,6.0,0.9,5.2,0.1,8.6,10.0,0.48547799065306224,,shelton,connecticut,northeast
4298,115,59.1,24.3,92.2,4.3,7.0,8.7,0.0,8.7,13.9,0.43478260869565216,,sherman,connecticut,northeast
4299,5372,80.6,21.4,92.5,4.3,1.6,3.3,0.1,5.8,6.3,0.4832464631422189,,sherwood manor,connecticut,northeast
4300,6268,75.7,21.1,91.0,2.7,1.2,6.8,0.1,5.0,5.5,0.4728781110402042,,simsbury center,connecticut,northeast
4301,1990,76.2,20.8,98.1,1.1,0.8,0.5,0.1,2.7,2.8,0.5,,somers,connecticut,northeast
4302,1612,78.3,21.0,95.1,1.7,1.9,3.6,0.1,4.2,4.4,0.4696029776674938,,south coventry,connecticut,northeast
4303,1797,78.0,27.4,91.6,2.4,0.2,7.0,0.1,6.2,6.7,0.4602114635503617,,southport,connecticut,northeast
4304,1447,71.4,20.9,80.3,2.2,0.2,17.6,0.0,5.7,4.7,0.46510020732550106,,south wilton,connecticut,northeast
4305,1383,79.8,20.2,87.1,5.7,3.5,1.2,0.2,16.1,20.5,0.49963846710050613,,south windham,connecticut,northeast
4306,7879,79.1,20.6,94.0,3.9,1.5,2.5,0.1,5.3,5.9,0.48039091255235433,,southwood acres,connecticut,northeast
4307,1493,77.5,19.0,95.6,2.1,2.1,2.4,0.1,3.8,2.1,0.47890154052243805,,south woodstock,connecticut,northeast
4308,4780,77.4,16.9,94.6,2.9,2.7,2.1,0.1,5.6,6.1,0.4964435146443515,,stafford springs,connecticut,northeast
4309,135470,76.7,15.1,61.9,14.4,1.6,9.5,0.1,24.8,28.0,0.4884328633645826,44163,stamford,connecticut,northeast
4310,6954,67.7,16.0,89.7,2.6,0.5,8.6,0.1,6.3,6.1,0.4887834339948231,,staples,connecticut,northeast
4311,4280,75.8,18.2,90.9,3.8,1.0,5.0,0.0,7.7,8.6,0.4810747663551402,,stepney,connecticut,northeast
4312,976,86.4,35.9,96.8,1.4,0.9,2.0,0.3,1.9,1.9,0.45081967213114754,,stonington borough,connecticut,northeast
4313,15979,42.2,5.3,72.9,8.4,0.8,17.7,0.2,4.7,9.3,0.4774391388697666,,storrs,connecticut,northeast
4314,1473,75.8,15.3,68.1,18.9,2.0,3.9,0.2,19.1,22.3,0.43720298710115413,,stratford downtown,connecticut,northeast
4315,1440,78.1,25.1,92.8,3.3,0.8,3.3,0.0,4.2,4.1,0.4597222222222222,,suffield depot,connecticut,northeast
4316,645,74.7,15.8,94.9,1.1,0.0,2.5,0.0,7.6,7.8,0.5147286821705427,,taylor corners,connecticut,northeast
4317,1324,75.2,14.0,86.0,8.8,2.6,4.6,0.2,6.3,8.2,0.4697885196374622,,tariffville,connecticut,northeast
4318,3857,73.4,20.7,89.8,3.7,0.3,6.6,0.1,5.7,6.2,0.4967591392273788,,tashua,connecticut,northeast
4319,990,76.9,18.0,97.4,1.8,2.0,2.0,0.0,4.5,4.2,0.49696969696969695,,terramuggus,connecticut,northeast
4320,5202,78.4,18.0,94.5,2.8,2.4,2.5,0.2,5.8,7.0,0.5069204152249135,,terryville,connecticut,northeast
4321,1928,78.7,18.4,94.6,3.4,2.3,2.0,0.1,5.1,7.3,0.47925311203319504,,thomaston,connecticut,northeast
4322,8514,73.0,14.0,77.2,13.9,2.7,3.5,0.1,12.8,18.1,0.4801503406154569,,thompsonville,connecticut,northeast
4323,2794,66.4,13.8,95.1,1.1,0.1,4.7,0.0,6.0,5.7,0.4874731567644954,,tokeneke,connecticut,northeast
4324,113,66.4,27.4,85.8,0.9,0.0,11.5,0.0,12.4,12.4,0.6106194690265486,,topstone,connecticut,northeast
4325,35515,78.3,20.0,84.7,5.9,2.6,3.3,0.2,13.0,15.3,0.491792200478671,,torrington,connecticut,northeast
4326,9746,71.9,18.8,78.1,9.6,0.9,8.0,0.0,12.3,12.8,0.4677816540119023,,trumbull center,connecticut,northeast
4327,18278,77.5,17.9,84.8,4.2,1.7,4.7,0.2,13.9,17.0,0.48303971988182515,,wallingford center,connecticut,northeast
4328,114403,71.3,13.9,52.7,26.5,2.1,2.8,0.3,31.0,39.6,0.4780206812758407,29755,waterbury,connecticut,northeast
4329,3074,79.7,24.3,85.2,6.5,2.5,5.2,0.5,9.0,11.6,0.4538061158100195,,waterford,connecticut,northeast
4330,3938,78.2,20.9,94.2,2.3,1.3,2.2,0.1,5.4,5.8,0.4809547993905536,,watertown,connecticut,northeast
4331,1539,70.2,10.6,94.9,2.9,3.0,2.9,0.3,6.1,5.4,0.5042235217673814,,wauregan,connecticut,northeast
4332,2906,73.2,18.5,89.2,2.3,1.9,9.5,0.0,5.7,6.3,0.49208534067446663,,weatogue,connecticut,northeast
4333,2220,85.9,30.7,90.9,1.6,1.3,2.4,0.2,11.2,9.5,0.4765765765765766,,westbrook center,connecticut,northeast
4334,138,83.3,41.3,97.1,0.7,0.0,1.4,0.0,1.4,1.4,0.463768115942029,,west cornwall,connecticut,northeast
4335,64083,75.3,19.2,78.0,8.8,1.1,10.4,0.1,10.7,11.3,0.47244979167641965,,west hartford,connecticut,northeast
4336,55584,73.8,15.9,59.7,24.9,2.0,5.5,0.1,18.8,23.7,0.4808937823834197,,west haven,connecticut,northeast
4337,603,68.5,11.3,95.9,0.2,0.7,3.6,0.0,6.5,6.3,0.5472636815920398,,west mountain,connecticut,northeast
4338,980,66.3,15.7,94.1,1.0,0.8,5.1,0.6,5.7,5.9,0.5346938775510204,,weston,connecticut,northeast
4339,3251,69.9,17.7,91.4,2.0,0.6,7.5,0.0,6.0,5.6,0.48846508766533375,,westport village,connecticut,northeast
4340,2521,74.8,24.4,94.4,1.6,0.8,4.1,0.2,3.4,3.7,0.4875049583498612,,west simsbury,connecticut,northeast
4341,27298,77.4,21.0,86.2,5.2,1.2,4.9,0.1,10.5,12.5,0.4764451608176423,,wethersfield,connecticut,northeast
4342,18149,66.6,10.8,61.2,8.0,4.4,5.2,0.3,36.9,49.9,0.48217532646426803,,willimantic,connecticut,northeast
4343,1466,76.4,25.1,80.4,4.0,0.4,16.0,0.1,7.5,6.6,0.4536152796725784,,wilton center,connecticut,northeast
4344,12613,79.6,20.1,82.5,8.9,1.8,7.2,0.1,7.5,8.9,0.4877507333703322,,windsor locks,connecticut,northeast
4345,7192,78.7,21.2,93.0,3.8,1.9,2.0,0.2,6.8,7.6,0.48234149054505004,,winsted,connecticut,northeast
4346,114,86.8,14.0,99.1,0.0,0.9,0.0,0.9,4.4,4.4,0.6140350877192983,,witches woods,connecticut,northeast
4347,1335,81.3,25.2,93.9,2.2,2.2,3.1,0.1,6.4,6.4,0.47191011235955055,,woodbury center,connecticut,northeast
4348,1486,86.6,25.8,94.7,2.5,1.7,2.7,0.0,7.0,7.3,0.4838492597577389,,woodmont borough,connecticut,northeast
4349,430,86.5,36.0,94.7,3.0,2.6,1.4,0.2,5.1,4.4,0.4511627906976744,,arden village,delaware,south
4350,226,85.8,30.5,96.5,3.5,0.0,0.9,0.0,6.2,2.7,0.4646017699115044,,ardencroft village,delaware,south
4351,255,89.8,43.1,94.9,0.8,1.6,3.5,0.0,2.7,1.2,0.4392156862745098,,ardentown village,delaware,south
4352,23060,72.9,13.0,42.9,42.3,2.0,7.4,0.1,14.4,17.3,0.47163920208152643,,bear,delaware,south
4353,1225,79.7,16.3,92.5,7.8,2.7,2.3,0.3,4.1,4.1,0.5036734693877551,,bellefonte,delaware,south
4354,954,93.6,56.9,96.9,0.6,1.2,2.2,0.1,2.7,2.1,0.43186582809224316,,bethany beach,delaware,south
4355,239,81.6,31.0,95.0,5.4,1.3,0.4,0.4,5.0,2.5,0.4811715481171548,,bethel,delaware,south
4356,1179,69.1,18.5,58.2,32.3,3.3,1.1,0.3,18.4,20.1,0.4910941475826972,,blades,delaware,south
4357,278,82.0,29.9,92.4,6.8,2.5,0.4,0.0,4.0,4.3,0.5035971223021583,,bowers,delaware,south
4358,2568,79.2,42.5,73.7,19.7,1.8,1.7,0.0,10.7,13.5,0.4696261682242991,,bridgeville,delaware,south
4359,14974,73.2,14.8,64.7,22.8,2.9,7.2,0.2,14.2,17.0,0.4790971016428476,,brookside,delaware,south
4360,3715,74.7,23.0,65.9,29.7,2.9,5.6,0.3,6.2,7.1,0.48102288021534323,,camden,delaware,south
4361,1923,73.3,21.7,52.6,42.1,4.5,3.5,0.3,6.8,6.2,0.46801872074882994,,cheswold,delaware,south
4362,9895,74.4,13.1,55.8,32.6,2.5,8.1,0.1,9.5,11.1,0.4805457301667509,,claymont,delaware,south
4363,3961,66.4,9.9,64.8,34.2,2.6,1.9,0.3,5.3,7.4,0.48750315576874526,,clayton,delaware,south
4364,870,76.8,20.8,81.6,12.4,2.4,3.3,0.0,5.6,7.4,0.46436781609195404,,dagsboro,delaware,south
4365,1885,75.0,19.9,85.4,15.5,2.6,0.8,0.0,6.0,7.0,0.4896551724137931,,delaware city,delaware,south
4366,2027,69.8,19.3,69.0,29.6,2.3,2.5,0.3,5.1,4.7,0.45535273803650717,,delmar,delaware,south
4367,353,87.0,31.7,98.9,0.6,2.8,0.6,0.8,2.3,1.1,0.49008498583569404,,dewey beach,delaware,south
4368,39403,70.5,16.5,47.1,48.7,2.7,4.3,0.2,7.2,8.3,0.46610664162627213,,dover,delaware,south
4369,2810,59.2,2.6,74.9,20.6,2.5,5.2,1.2,10.1,15.5,0.5085409252669039,,dover base housing,delaware,south
4370,6635,75.6,16.3,52.6,44.2,1.6,3.8,0.2,5.5,6.5,0.45621703089675963,,edgemoor,delaware,south
4371,487,69.8,16.0,62.4,31.8,5.1,1.6,0.2,9.2,15.8,0.5133470225872689,,ellendale,delaware,south
4372,6229,73.2,12.9,61.9,22.1,2.9,2.6,0.3,21.9,29.3,0.4740728848932413,,elsmere,delaware,south
4373,92,75.0,12.0,82.6,18.5,4.3,3.3,1.1,2.2,4.3,0.5,,farmington,delaware,south
4374,1316,73.7,18.7,68.9,29.3,2.6,1.6,0.2,5.9,5.6,0.4574468085106383,,felton,delaware,south
4375,343,89.8,54.2,96.8,3.2,1.2,1.5,0.3,2.3,1.5,0.4897959183673469,,fenwick island,delaware,south
4376,790,68.5,12.8,51.9,25.9,2.7,1.8,0.0,37.2,41.8,0.5037974683544304,,frankford,delaware,south
4377,1073,71.8,15.1,70.8,27.7,2.2,1.9,0.0,9.5,12.6,0.4725069897483691,,frederica,delaware,south
4378,7134,66.0,13.9,49.4,15.0,4.9,1.1,0.4,42.0,51.4,0.4928511354079058,,georgetown,delaware,south
4379,15288,74.8,13.4,58.5,31.2,1.7,9.6,0.1,6.9,8.0,0.47991889063317633,,glasgow,delaware,south
4380,3104,80.3,25.8,83.0,4.0,0.7,13.2,0.1,3.9,3.3,0.5009664948453608,,greenville,delaware,south
4381,990,71.7,13.6,74.5,21.3,2.3,1.3,0.2,9.3,11.1,0.4808080808080808,,greenwood,delaware,south
4382,3774,70.5,15.3,69.1,30.0,3.2,1.5,0.2,6.3,7.3,0.4573396926338103,,harrington,delaware,south
4383,73,69.9,13.7,83.6,15.1,6.8,2.7,0.0,9.6,11.0,0.410958904109589,,hartly,delaware,south
4384,139,85.6,43.9,96.4,0.7,2.2,2.2,0.0,2.9,1.4,0.5107913669064749,,henlopen acres,delaware,south
4385,3492,75.4,24.3,75.6,21.0,2.5,6.1,0.1,5.4,5.6,0.47680412371134023,,highland acres,delaware,south
4386,13478,76.7,26.2,81.8,3.9,1.0,15.0,0.1,4.7,4.1,0.4828609585991987,,hockessin,delaware,south
4387,381,77.2,16.0,90.3,10.0,5.0,0.5,0.3,6.8,8.4,0.4776902887139108,,houston,delaware,south
4388,2144,71.3,17.1,63.1,29.7,2.6,7.2,0.1,8.9,10.4,0.45615671641791045,,kent acres,delaware,south
4389,215,70.2,14.9,87.0,15.3,5.1,0.5,0.9,3.3,5.1,0.4372093023255814,,kenton,delaware,south
4390,3865,60.8,11.1,48.3,46.9,2.4,1.1,0.1,12.0,13.5,0.4538163001293661,,laurel,delaware,south
4391,178,72.5,14.6,91.6,6.7,7.3,3.9,1.7,7.9,11.8,0.4943820224719101,,leipsic,delaware,south
4392,3303,89.3,50.8,93.5,5.7,1.6,1.2,0.0,2.3,2.3,0.45988495307296395,,lewes,delaware,south
4393,894,73.3,23.3,58.4,36.2,3.8,1.1,0.1,8.7,10.4,0.48769574944071586,,lincoln,delaware,south
4394,195,77.9,20.0,91.3,5.6,7.7,2.1,1.0,9.2,9.7,0.5333333333333333,,little creek,delaware,south
4395,3017,87.4,44.3,95.0,4.2,1.9,1.2,0.0,2.2,2.4,0.45144182963208485,,long neck,delaware,south
4396,277,67.1,9.7,77.3,22.4,5.4,0.7,0.0,4.3,6.5,0.49458483754512633,,magnolia,delaware,south
4397,23192,68.3,13.5,57.6,34.6,1.7,6.8,0.1,7.3,8.9,0.4706364263539151,,middletown,delaware,south
4398,11190,73.6,22.4,63.1,26.9,2.5,2.6,0.3,14.2,16.6,0.4647006255585344,,milford,delaware,south
4399,6863,76.0,26.0,76.8,18.6,2.2,3.5,0.1,7.4,7.8,0.4460148623051144,,millsboro,delaware,south
4400,1825,89.9,46.4,97.3,2.5,1.6,1.3,0.1,2.7,3.1,0.456986301369863,,millville,delaware,south
4401,3291,79.5,32.8,85.1,11.2,2.2,1.1,0.1,6.7,8.0,0.45882710422364026,,milton,delaware,south
4402,30601,69.2,13.2,73.1,17.6,1.1,10.0,0.1,5.1,7.0,0.4618476520375151,,newark,delaware,south
4403,5551,79.8,22.4,65.4,30.4,1.8,2.3,0.1,6.8,8.3,0.4748693929021798,,new castle,delaware,south
4404,910,71.9,12.3,67.8,18.4,2.1,2.6,0.3,26.8,30.8,0.4978021978021978,,newport,delaware,south
4405,8056,77.6,23.2,84.2,3.9,0.7,13.1,0.1,2.8,2.6,0.49118669314796426,,north star,delaware,south
4406,2636,87.9,46.1,96.5,1.5,0.9,2.4,0.4,2.8,2.4,0.4594081942336874,,ocean view,delaware,south
4407,366,78.4,27.0,86.3,12.3,2.7,1.1,0.0,4.1,5.5,0.47540983606557374,,odessa,delaware,south
4408,7808,77.9,19.4,78.2,6.3,1.1,16.4,0.1,4.4,4.5,0.47156762295081966,,pike creek,delaware,south
4409,11692,77.8,18.5,76.7,13.2,1.5,10.7,0.2,5.7,6.5,0.4624529592884023,,pike creek valley,delaware,south
4410,162,79.6,23.5,93.2,6.8,4.3,0.6,0.0,3.7,3.7,0.42592592592592593,,port penn,delaware,south
4411,1108,93.3,47.3,96.8,1.2,0.5,1.4,0.1,3.3,3.1,0.5252707581227437,,rehoboth beach,delaware,south
4412,4104,69.1,12.4,64.3,29.4,3.4,7.2,0.5,6.7,9.0,0.4885477582846004,,rising sun-lebanon,delaware,south
4413,2458,74.5,19.3,82.8,15.5,2.0,4.5,0.2,4.7,6.8,0.4955248169243287,,riverview,delaware,south
4414,1489,70.0,15.8,37.6,56.9,3.1,4.8,0.1,9.0,11.2,0.46809939556749497,,rodney village,delaware,south
4415,1957,71.7,13.1,57.0,31.5,2.1,11.3,0.2,4.2,5.7,0.4793050587634134,,st. georges,delaware,south
4416,7957,70.3,19.2,53.6,39.2,2.5,2.5,0.2,10.2,11.7,0.4657534246575342,,seaford,delaware,south
4417,2878,79.2,29.5,78.0,7.7,2.3,1.5,0.0,19.1,21.8,0.4836692147324531,,selbyville,delaware,south
4418,218,91.7,52.3,96.8,0.5,1.8,1.8,0.0,0.9,1.4,0.463302752293578,,slaughter beach,delaware,south
4419,12883,70.6,14.9,57.2,39.7,2.7,2.7,0.2,6.6,7.8,0.459675541411162,,smyrna,delaware,south
4420,451,95.1,56.5,99.1,0.0,0.9,0.9,0.2,0.4,0.2,0.4722838137472284,,south bethany,delaware,south
4421,2717,63.3,6.9,63.0,36.4,2.9,2.1,0.4,5.2,6.0,0.4953993375046007,,townsend,delaware,south
4422,140,79.3,27.9,94.3,4.3,3.6,1.4,0.0,0.7,3.6,0.45714285714285713,,viola,delaware,south
4423,70898,73.3,14.3,34.2,59.7,1.9,1.9,0.2,10.0,13.3,0.474766566052639,32639,wilmington,delaware,south
4424,8162,73.4,15.2,60.3,25.2,2.5,2.2,0.2,20.5,24.9,0.48407253124234256,,wilmington manor,delaware,south
4425,190,77.9,13.7,88.4,14.2,3.2,1.1,0.0,2.1,3.2,0.49473684210526314,,woodside,delaware,south
4426,2570,71.1,16.4,65.4,33.4,3.7,1.8,0.3,7.9,10.5,0.47198443579766536,,woodside east,delaware,south
4427,1680,69.1,10.8,72.0,25.0,3.3,5.4,0.2,6.1,7.4,0.4738095238095238,,wyoming,delaware,south
4428,689545,78.9,12.6,46.4,44.2,1.7,6.6,0.2,9.9,11.3,0.4681014292033152,62918,washington,district of columbia,south
4429,398,73.6,13.3,71.4,4.8,4.5,4.0,0.3,55.3,70.4,0.5201005025125628,,acacia villas,florida,south
4430,10574,73.2,19.3,70.8,24.2,2.2,3.6,0.2,9.7,11.2,0.4673728012105164,,alachua,florida,south
4431,92452,71.2,10.1,67.2,14.8,1.9,9.8,0.3,29.5,38.5,0.4856033401116255,30777,alafaya,florida,south
4432,484,74.2,18.8,91.9,4.8,4.8,0.6,0.0,5.0,5.6,0.4607438016528926,,alford,florida,south
4433,1023,75.9,19.9,94.4,1.6,8.6,2.9,0.8,2.8,2.8,0.4858260019550342,,allentown,florida,south
4434,46231,78.5,15.6,68.4,20.2,2.1,4.8,0.2,23.6,30.6,0.46483960978564165,,altamonte springs,florida,south
4435,496,72.4,15.5,95.2,3.0,1.4,0.4,0.2,4.6,6.3,0.5040322580645161,,altha,florida,south
4436,98,75.5,26.5,96.9,1.0,0.0,1.0,1.0,10.2,9.2,0.5102040816326531,,altoona,florida,south
4437,4084,73.6,18.9,89.5,3.7,3.6,0.5,0.2,12.0,18.6,0.49559255631733595,,alturas,florida,south
4438,2725,80.5,28.2,96.6,1.0,2.2,0.9,0.0,5.5,6.4,0.5012844036697248,,alva,florida,south
4439,837,73.6,18.4,95.2,3.3,3.5,1.9,0.4,4.1,5.1,0.5185185185185185,,andrews,florida,south
4440,968,91.9,50.9,97.8,1.0,0.8,1.5,0.0,3.0,3.1,0.4855371900826446,,anna maria,florida,south
4441,2341,79.2,29.4,67.7,28.4,2.3,0.6,0.2,7.6,7.9,0.4617684750106792,,apalachicola,florida,south
4442,26002,76.1,19.7,81.2,12.1,2.3,4.8,0.2,13.5,17.3,0.4946927159449273,,apollo beach,florida,south
4443,54873,70.6,13.0,57.6,28.8,2.1,4.3,0.2,23.5,29.1,0.48012683833579356,,apopka,florida,south
4444,7420,69.2,15.0,60.7,26.9,1.4,1.2,0.1,25.8,31.8,0.4925876010781671,,arcadia,florida,south
4445,1140,70.3,17.8,60.3,40.3,2.1,1.7,0.4,5.9,7.2,0.46578947368421053,,archer,florida,south
4446,320,81.3,21.6,96.3,2.5,0.6,0.3,0.3,7.2,7.5,0.453125,,aripeka,florida,south
4447,11036,68.0,13.8,87.5,9.6,3.3,2.8,0.6,7.3,9.1,0.4912105835447626,,asbury lake,florida,south
4448,1889,74.4,18.0,81.5,2.9,2.2,1.3,0.3,24.7,32.2,0.5198517734250926,,astatula,florida,south
4449,1759,83.0,29.3,88.6,1.3,2.3,0.3,0.1,13.4,15.1,0.5207504263786242,,astor,florida,south
4450,13513,80.6,24.1,88.1,8.6,2.0,3.7,0.2,5.4,6.3,0.4782801746466366,,atlantic beach,florida,south
4451,2142,85.4,45.3,93.0,3.2,0.1,3.6,0.1,8.3,9.8,0.47198879551820727,,atlantis,florida,south
4452,15616,72.4,17.3,77.7,14.7,2.7,2.3,0.2,14.2,18.7,0.484375,,auburndale,florida,south
4453,103,76.7,20.4,64.1,35.9,5.8,1.0,0.0,1.9,1.9,0.46601941747572817,,aucilla,florida,south
4454,722,76.6,23.1,94.6,3.0,5.8,2.4,0.4,4.3,3.7,0.47645429362880887,,avalon,florida,south
4455,6242,65.3,19.9,79.2,10.9,1.6,3.7,0.1,21.5,28.5,0.4799743671900032,,ave maria,florida,south
4456,40242,80.5,28.3,87.7,4.0,0.7,2.7,0.1,32.9,40.3,0.4596441528751056,,aventura,florida,south
4457,9658,74.0,26.4,59.6,30.1,1.9,1.0,0.3,18.6,29.1,0.4651066473389936,,avon park,florida,south
4458,14141,73.4,12.4,58.5,12.6,2.0,5.3,0.3,48.9,65.0,0.48949862103104447,,azalea park,florida,south
4459,1330,63.5,13.5,82.0,14.1,3.2,1.4,0.6,10.2,14.4,0.5962406015037593,,babson park,florida,south
4460,4467,74.5,20.6,89.0,9.1,4.6,2.7,0.4,4.0,4.4,0.4822028206850235,,bagdad,florida,south
4461,1396,72.3,19.8,73.9,24.5,2.1,1.2,0.1,4.3,4.6,0.4648997134670487,,baldwin,florida,south
4462,3093,84.2,34.9,92.0,1.9,0.4,2.3,0.3,22.7,26.8,0.4807630132557388,,bal harbour village,florida,south
4463,6541,65.9,10.7,50.6,34.4,2.1,3.9,0.3,25.0,32.4,0.48784589512306986,,balm,florida,south
4464,9852,78.7,22.5,87.7,5.3,2.4,6.3,0.1,8.3,9.6,0.48548518067397484,,bardmoor,florida,south
4465,19309,71.4,17.5,68.3,24.6,2.0,1.9,0.2,12.9,17.7,0.46900409135636234,,bartow,florida,south
4466,87,78.2,23.0,88.5,11.5,0.0,0.0,0.0,4.6,4.6,0.4942528735632184,,bascom,florida,south
4467,5922,74.8,16.7,88.2,3.5,0.6,1.9,0.0,36.9,46.2,0.4726443768996961,,bay harbor islands,florida,south
4468,5021,78.6,24.0,82.9,3.8,1.1,13.1,0.2,11.8,12.1,0.49571798446524595,,bay hill,florida,south
4469,29,65.5,10.3,75.9,6.9,13.8,6.9,6.9,37.9,24.1,0.5862068965517241,,bay lake,florida,south
4470,26713,79.8,29.6,89.2,6.0,2.4,2.0,0.2,10.9,15.4,0.47246658930108937,,bayonet point,florida,south
4471,3106,83.6,33.0,95.0,2.7,1.4,2.8,0.2,4.5,5.3,0.4996780424983902,,bay pines,florida,south
4472,45,82.2,33.3,97.8,0.0,2.2,2.2,0.0,2.2,2.2,0.7111111111111111,,bayport,florida,south
4473,19904,77.9,26.9,76.8,10.8,1.9,1.6,0.2,22.6,28.5,0.47824557877813506,,bayshore gardens,florida,south
4474,8320,77.5,22.0,86.6,8.4,1.9,2.5,0.2,10.7,14.6,0.4933894230769231,,beacon square,florida,south
4475,1906,87.6,28.4,93.5,3.4,2.3,3.0,0.1,7.5,7.5,0.4879328436516264,,bear creek,florida,south
4476,9955,83.3,38.6,93.3,2.2,1.3,3.4,0.2,7.6,8.2,0.4572576594676042,,bee ridge,florida,south
4477,518,68.1,14.1,76.1,4.4,4.2,1.7,0.8,23.6,25.1,0.5096525096525096,,bell,florida,south
4478,14482,73.9,16.3,67.5,25.1,2.5,4.6,0.6,13.4,16.8,0.47831791189062284,,bellair-meadowbrook terrace,florida,south
4479,4273,86.1,39.9,96.3,1.1,0.9,2.5,0.2,4.2,4.2,0.4671191200561666,,belleair,florida,south
4480,1633,86.0,35.0,95.0,1.4,1.9,4.8,0.3,4.5,5.5,0.4947948560930802,,belleair beach,florida,south
4481,2311,86.8,34.9,94.5,4.0,1.5,2.1,0.1,4.2,5.0,0.4707918649935093,,belleair bluffs,florida,south
4482,73,80.8,31.5,98.6,1.4,5.5,1.4,0.0,0.0,0.0,0.4931506849315068,,belleair shore,florida,south
4483,16698,68.9,14.9,27.5,58.8,1.0,0.9,0.1,27.7,34.7,0.4919750868367469,,belle glade,florida,south
4484,7032,78.7,18.7,84.8,5.3,1.9,5.4,0.1,16.9,21.9,0.4997155858930603,,belle isle,florida,south
4485,5413,74.2,20.2,85.7,8.4,2.7,1.6,0.4,12.7,18.1,0.48069462405320523,,belleview,florida,south
