,Total Population,% age 21+,% age 65+,% Race - White,% Race - Black,% Race - American Native,% Race  - Asian,% Race - Pacific Islander,% Race - Other,% Race - Hispanic/Latino,% Male,2021 Median Income,City,State,Region
15885,61,93.4,24.6,95.1,4.9,1.6,0.0,0.0,8.2,1.6,0.5409836065573771,,radersburg,montana,west
15886,88,61.4,18.2,94.3,0.0,2.3,0.0,0.0,4.5,5.7,0.6477272727272727,,rapelje,montana,west
15887,85,81.2,25.9,70.6,2.4,28.2,0.0,0.0,2.4,5.9,0.5529411764705883,,ravalli,montana,west
15888,31,77.4,22.6,96.8,0.0,0.0,3.2,0.0,0.0,0.0,0.5806451612903226,,raynesford,montana,west
15889,2257,82.3,26.1,96.7,0.8,2.8,1.4,0.2,4.1,2.9,0.4984492689410722,,red lodge,montana,west
15890,13,92.3,23.1,84.6,0.0,15.4,0.0,0.0,0.0,0.0,0.5384615384615384,,redstone,montana,west
15891,177,88.1,32.8,93.8,0.0,8.5,2.8,0.0,1.7,1.7,0.5536723163841808,,reed point,montana,west
15892,33,60.6,15.2,90.9,3.0,21.2,0.0,0.0,3.0,6.1,0.5454545454545454,,reserve,montana,west
15893,78,82.1,35.9,98.7,0.0,5.1,0.0,0.0,6.4,5.1,0.5256410256410257,,rexford,montana,west
15894,146,71.9,22.6,99.3,0.7,7.5,0.0,0.0,1.4,2.7,0.636986301369863,,rhodes,montana,west
15895,36,69.4,8.3,100.0,0.0,2.8,2.8,0.0,0.0,2.8,0.6111111111111112,,riceville,montana,west
15896,164,78.0,28.7,97.6,1.2,0.0,0.6,0.0,2.4,1.2,0.5304878048780488,,richey,montana,west
15897,51,70.6,29.4,90.2,0.0,7.8,0.0,0.0,3.9,3.9,0.6470588235294118,,rimini,montana,west
15898,105,63.8,16.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,,rimrock colony,montana,west
15899,455,82.4,36.5,96.0,0.2,5.3,0.9,0.2,3.3,2.6,0.4967032967032967,,riverbend,montana,west
15900,100,81.0,23.0,99.0,1.0,2.0,1.0,0.0,1.0,1.0,0.59,,riverview colony,montana,west
15901,304,72.4,20.7,98.4,0.3,1.6,0.3,0.0,5.3,3.9,0.5032894736842105,,roberts,montana,west
15902,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,rockport colony,montana,west
15903,193,76.7,21.2,96.9,0.0,3.1,1.6,0.0,0.0,1.6,0.5025906735751295,,rockvale,montana,west
15904,404,55.9,7.4,3.7,1.2,95.8,1.7,0.5,1.7,0.5,0.5445544554455446,,rocky boy's agency,montana,west
15905,1042,52.2,5.9,2.3,0.5,98.6,0.1,0.2,0.6,4.6,0.4760076775431862,,rocky boy west,montana,west
15906,111,83.8,43.2,99.1,0.9,5.4,0.9,0.0,0.9,2.7,0.3963963963963964,,rocky point,montana,west
15907,192,88.5,45.3,97.4,0.0,0.5,1.0,0.5,3.1,2.6,0.6197916666666666,,rollins,montana,west
15908,1955,72.3,21.3,67.5,1.1,39.8,2.0,0.3,3.0,5.2,0.47263427109974426,,ronan,montana,west
15909,16,75.0,50.0,87.5,0.0,6.3,0.0,0.0,12.5,12.5,0.5625,,roscoe,montana,west
15910,67,77.6,25.4,95.5,4.5,6.0,0.0,0.0,4.5,3.0,0.4925373134328358,,rosebud,montana,west
15911,1742,75.8,23.4,95.2,0.5,6.7,1.1,0.3,1.4,3.8,0.49770378874856486,,roundup,montana,west
15912,96,81.3,25.0,100.0,0.0,4.2,3.1,0.0,0.0,0.0,0.5625,,roy,montana,west
15913,270,71.5,19.3,99.3,0.7,5.2,0.4,0.4,1.1,4.1,0.4888888888888889,,rudyard,montana,west
15914,223,79.4,33.2,93.3,3.6,5.8,0.9,0.9,7.2,5.8,0.5381165919282511,,ryegate,montana,west
15915,159,83.6,28.3,97.5,2.5,0.6,1.3,0.0,1.9,0.0,0.5345911949685535,,saco,montana,west
15916,151,66.2,15.9,100.0,0.0,4.6,0.0,0.0,3.3,1.3,0.44370860927152317,,saddle butte,montana,west
15917,81,79.0,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,,sage creek colony,montana,west
15918,768,69.5,19.0,57.8,0.8,46.9,0.8,0.5,2.2,4.4,0.4908854166666667,,st. ignatius,montana,west
15919,489,71.0,24.9,94.3,1.6,6.3,2.0,1.4,3.3,3.5,0.49693251533742333,,st. marie,montana,west
15920,54,72.2,5.6,66.7,5.6,29.6,5.6,1.9,7.4,9.3,0.6666666666666666,,st. mary,montana,west
15921,364,54.1,9.1,2.5,0.8,97.5,0.5,0.3,0.3,4.7,0.45604395604395603,,st. pierre,montana,west
15922,313,72.8,29.4,95.5,0.0,7.3,0.3,0.0,2.2,4.5,0.48881789137380194,,st. regis,montana,west
15923,78,75.6,10.3,42.3,0.0,56.4,1.3,0.0,2.6,5.1,0.4230769230769231,,st. xavier,montana,west
15924,10,60.0,30.0,90.0,0.0,20.0,10.0,0.0,10.0,0.0,0.7,,saltese,montana,west
15925,179,83.8,26.8,93.3,0.0,5.6,1.1,0.0,7.8,3.4,0.44692737430167595,,sand coulee,montana,west
15926,316,58.5,11.1,3.8,0.0,96.8,0.3,0.3,0.0,0.0,0.5443037974683544,,sangrey,montana,west
15927,107,72.0,14.0,75.7,0.9,30.8,0.0,0.0,2.8,0.9,0.514018691588785,,santa rita,montana,west
15928,26,92.3,23.1,100.0,0.0,0.0,0.0,0.0,3.8,11.5,0.6153846153846154,,sapphire ridge,montana,west
15929,303,79.2,20.5,96.7,0.7,5.9,0.3,0.0,3.3,3.3,0.5346534653465347,,savage,montana,west
15930,999,73.8,24.8,95.4,0.8,7.3,2.0,0.5,3.3,3.0,0.4914914914914915,,scobey,montana,west
15931,101,78.2,40.6,99.0,0.0,2.0,0.0,0.0,3.0,1.0,0.5148514851485149,,sedan,montana,west
15932,1682,83.0,29.6,96.9,1.0,3.0,1.0,0.1,3.5,3.3,0.5196195005945303,,seeley lake,montana,west
15933,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,seville colony,montana,west
15934,42,90.5,35.7,95.2,0.0,0.0,0.0,0.0,7.1,2.4,0.5238095238095238,,shawmut,montana,west
15935,3169,79.1,16.5,86.8,1.4,12.9,1.7,0.2,2.7,4.5,0.6096560429157463,,shelby,montana,west
15936,507,68.0,22.3,93.1,0.6,6.7,0.4,0.0,7.1,3.4,0.4812623274161736,,shepherd,montana,west
15937,694,82.1,35.9,98.3,0.1,2.4,1.2,0.4,3.5,2.0,0.47982708933717577,,sheridan,montana,west
15938,6346,72.5,14.5,93.6,1.4,6.1,2.1,0.2,5.0,6.6,0.5037819098644816,,sidney,montana,west
15939,103,73.8,42.7,95.1,0.0,7.8,1.0,1.9,4.9,3.9,0.42718446601941745,,silesia,montana,west
15940,19,100.0,21.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,,silver gate,montana,west
15941,46,76.1,32.6,95.7,0.0,4.3,4.3,2.2,6.5,8.7,0.5869565217391305,,silver star,montana,west
15942,361,74.8,23.8,96.1,0.3,9.1,0.3,0.0,2.5,0.3,0.5955678670360111,,simms,montana,west
15943,12,100.0,33.3,100.0,0.0,0.0,0.0,0.0,16.7,16.7,0.4166666666666667,,sleeping buffalo,montana,west
15944,39,89.7,53.8,92.3,0.0,10.3,2.6,0.0,5.1,7.7,0.5641025641025641,,snowslip,montana,west
15945,1049,76.9,28.2,98.9,0.4,3.0,0.8,0.1,2.3,3.2,0.5271687321258341,,somers,montana,west
15946,1970,55.9,6.5,3.8,0.4,98.0,0.1,0.1,0.4,2.4,0.47918781725888326,,south browning,montana,west
15947,277,91.3,28.2,92.8,2.5,3.2,1.8,0.0,2.5,3.2,0.5487364620938628,,south glastonbury,montana,west
15948,644,72.2,18.2,98.3,0.2,3.0,1.9,0.0,2.2,1.4,0.5077639751552795,,south hills,montana,west
15949,430,74.0,19.1,97.4,1.2,3.5,0.2,0.2,2.3,1.9,0.49767441860465117,,spokane creek,montana,west
15950,33,78.8,24.2,97.0,0.0,0.0,0.0,0.0,3.0,3.0,0.48484848484848486,,spring creek colony,montana,west
15951,40,82.5,15.0,97.5,2.5,0.0,0.0,0.0,0.0,0.0,0.525,,springdale,montana,west
15952,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,springdale colony,montana,west
15953,120,78.3,15.0,99.2,0.0,0.0,1.7,0.0,3.3,3.3,0.45,,springhill,montana,west
15954,119,61.3,9.2,98.3,0.0,0.8,0.0,0.0,0.8,1.7,0.44537815126050423,,springwater colony,montana,west
15955,27,77.8,25.9,100.0,0.0,7.4,3.7,0.0,3.7,0.0,0.48148148148148145,,square butte,montana,west
15956,403,80.4,30.3,96.0,1.0,3.2,1.7,0.7,5.5,3.0,0.5161290322580645,,stanford,montana,west
15957,267,63.7,15.7,1.5,1.1,99.6,0.0,0.0,0.0,0.0,0.49812734082397003,,starr school,montana,west
15958,2002,76.9,25.7,98.5,0.7,2.9,0.8,0.1,3.6,4.8,0.4675324675324675,,stevensville,montana,west
15959,157,70.7,21.7,98.1,0.0,6.4,0.0,0.0,5.1,0.0,0.4394904458598726,,stockett,montana,west
15960,25,72.0,24.0,92.0,0.0,28.0,0.0,0.0,4.0,4.0,0.2,,stryker,montana,west
15961,41,70.7,41.5,95.1,0.0,0.0,2.4,0.0,2.4,2.4,0.6829268292682927,,sula,montana,west
15962,333,72.1,17.4,96.7,0.6,6.3,0.0,0.3,2.7,3.3,0.48348348348348347,,sunburst,montana,west
15963,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,sunnybrook colony,montana,west
15964,1615,72.6,18.0,93.1,1.2,9.8,1.6,0.8,3.3,3.9,0.5170278637770898,,sun prairie,montana,west
15965,95,82.1,28.4,98.9,1.1,0.0,0.0,0.0,1.1,1.1,0.5263157894736842,,sun river,montana,west
15966,830,78.2,29.6,96.3,1.1,6.7,1.3,0.2,2.8,2.9,0.4759036144578313,,superior,montana,west
15967,8,100.0,75.0,87.5,0.0,0.0,0.0,0.0,25.0,37.5,0.375,,surprise creek colony,montana,west
15968,102,93.1,43.1,100.0,0.0,1.0,1.0,0.0,8.8,1.0,0.45098039215686275,,swan lake,montana,west
15969,65,84.6,36.9,98.5,0.0,3.1,0.0,0.0,1.5,3.1,0.6,,sweet grass,montana,west
15970,98,88.8,42.9,99.0,1.0,0.0,3.1,0.0,3.1,1.0,0.5918367346938775,,sylvanite,montana,west
15971,562,77.9,35.2,95.4,0.7,6.9,3.2,0.4,2.8,3.7,0.5142348754448398,,terry,montana,west
15972,691,81.8,26.8,97.7,0.4,4.8,1.4,0.3,3.3,2.6,0.5137481910274964,,the silos,montana,west
15973,1336,77.7,30.7,97.2,0.7,4.7,0.7,0.1,5.5,3.8,0.4865269461077844,,thompson falls,montana,west
15974,1989,72.0,17.4,95.9,0.9,4.0,1.8,0.1,4.6,3.9,0.5012569130216189,,three forks,montana,west
15975,100,79.0,13.0,100.0,0.0,1.0,0.0,0.0,9.0,1.0,0.51,,toston,montana,west
15976,1787,78.3,26.1,98.5,0.5,3.4,0.3,0.3,3.0,3.7,0.5120313374370453,,townsend,montana,west
15977,196,77.6,18.4,97.4,0.5,1.0,0.0,0.0,5.1,0.0,0.45918367346938777,,tracy,montana,west
15978,515,83.7,35.5,96.5,0.6,6.2,0.4,0.4,3.1,1.4,0.5359223300970873,,trego,montana,west
15979,277,74.7,34.7,95.7,0.0,7.2,0.4,1.1,3.2,2.5,0.555956678700361,,trout creek,montana,west
15980,797,78.7,27.1,98.0,0.8,4.5,0.9,0.1,2.1,4.3,0.46675031367628605,,troy,montana,west
15981,364,70.9,21.7,93.7,0.0,7.7,2.5,0.0,2.2,4.9,0.489010989010989,,turah,montana,west
15982,90,71.1,27.8,97.8,0.0,3.3,2.2,0.0,0.0,1.1,0.4777777777777778,,turner,montana,west
15983,135,86.7,13.3,99.3,0.7,2.2,0.0,0.0,0.0,0.7,0.35555555555555557,,turner colony,montana,west
15984,251,53.4,13.9,25.5,1.6,86.9,0.0,0.0,1.2,3.6,0.5298804780876494,,turtle lake,montana,west
15985,330,76.1,20.3,97.6,0.3,3.6,0.6,1.5,3.0,4.8,0.5212121212121212,,twin bridges,montana,west
15986,164,81.7,20.7,98.8,0.0,0.6,0.0,0.6,3.7,0.0,0.4024390243902439,,twin creeks,montana,west
15987,39,66.7,10.3,97.4,2.6,5.1,0.0,0.0,0.0,0.0,0.358974358974359,,twin hills colony,montana,west
15988,26,76.9,26.9,96.2,0.0,11.5,0.0,0.0,0.0,0.0,0.5,,twodot,montana,west
15989,723,73.9,25.6,97.1,1.1,3.6,0.8,0.3,1.4,2.4,0.5214384508990318,,ulm,montana,west
15990,206,78.2,21.8,93.7,1.5,4.4,2.4,0.0,1.5,1.5,0.558252427184466,,unionville,montana,west
15991,23,69.6,17.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,,utica,montana,west
15992,530,76.4,30.0,83.4,1.3,19.8,1.5,0.6,0.9,1.1,0.469811320754717,,valier,montana,west
15993,737,69.5,16.7,93.6,1.4,9.1,0.8,0.1,2.7,3.8,0.5128900949796472,,vaughn,montana,west
15994,789,73.5,19.5,97.8,0.4,4.7,1.1,0.6,2.4,2.7,0.47021546261089986,,victor,montana,west
15995,24,95.8,70.8,91.7,0.0,4.2,8.3,4.2,4.2,8.3,0.5833333333333334,,vida,montana,west
15996,219,86.3,38.4,96.8,0.0,1.8,0.5,0.0,5.5,5.0,0.5159817351598174,,virginia city,montana,west
15997,639,78.9,21.9,99.1,0.8,4.2,1.3,0.5,3.1,4.1,0.5039123630672926,,walkerville,montana,west
15998,18,77.8,33.3,94.4,5.6,0.0,0.0,0.0,5.6,5.6,0.6666666666666666,,warm spring creek,montana,west
15999,81,84.0,46.9,96.3,0.0,3.7,2.5,0.0,0.0,1.2,0.5925925925925926,,weeksville,montana,west
16000,167,77.2,25.1,97.0,1.2,4.2,0.0,0.0,3.6,4.2,0.5329341317365269,,westby,montana,west
16001,221,86.4,38.9,98.2,0.5,2.3,1.4,0.9,2.3,3.2,0.5248868778280543,,west glacier,montana,west
16002,1998,73.5,20.1,97.1,0.5,3.8,1.1,0.2,3.8,3.1,0.519019019019019,,west glendive,montana,west
16003,290,70.0,28.3,91.7,0.7,9.0,1.4,0.7,3.8,1.7,0.49310344827586206,,west havre,montana,west
16004,422,66.1,22.7,96.9,0.2,3.6,0.9,0.5,2.6,2.1,0.5450236966824644,,west kootenai,montana,west
16005,1272,73.6,13.8,85.8,1.6,2.6,2.8,0.1,17.7,21.1,0.52437106918239,,west yellowstone,montana,west
16006,1103,69.3,11.2,97.7,0.9,2.0,0.5,0.2,4.3,2.4,0.49773345421577514,,wheatland,montana,west
16007,7751,79.7,21.1,97.1,0.7,2.7,1.7,0.2,3.3,2.9,0.4968391175332215,,whitefish,montana,west
16008,1006,74.5,23.7,96.9,0.7,4.6,0.2,0.3,4.8,1.9,0.5049701789264414,,whitehall,montana,west
16009,499,79.8,25.9,98.6,0.2,6.8,0.4,0.2,2.4,3.6,0.5130260521042084,,white haven,montana,west
16010,955,80.9,27.6,97.1,2.2,3.5,1.8,0.8,3.2,2.7,0.4973821989528796,,white sulphur springs,montana,west
16011,9,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,whitetail,montana,west
16012,75,73.3,10.7,94.7,0.0,6.7,0.0,0.0,0.0,0.0,0.4533333333333333,,whitewater,montana,west
16013,4,75.0,0.0,100.0,25.0,0.0,0.0,25.0,0.0,0.0,0.75,,whitlash,montana,west
16014,462,79.0,32.5,96.8,1.1,2.8,1.9,0.4,4.5,3.7,0.5,,wibaux,montana,west
16015,230,73.5,17.8,98.3,0.4,2.6,0.9,0.0,0.9,2.6,0.49130434782608695,,willow creek,montana,west
16016,197,82.7,22.8,98.0,0.5,2.0,0.5,0.0,1.5,1.0,0.47715736040609136,,wilsall,montana,west
16017,43,74.4,27.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046511627906976,,windham,montana,west
16018,280,77.5,13.2,96.8,0.7,3.6,0.4,0.0,1.8,2.9,0.5142857142857142,,wineglass,montana,west
16019,172,72.1,19.2,98.3,0.0,1.7,1.2,0.0,1.7,0.0,0.5581395348837209,,winifred,montana,west
16020,188,84.0,36.2,98.4,1.1,4.3,2.1,2.1,0.5,0.5,0.5372340425531915,,winnett,montana,west
16021,169,81.1,26.0,98.2,1.2,5.9,1.8,0.0,2.4,1.8,0.5029585798816568,,winston,montana,west
16022,104,85.6,32.7,98.1,1.0,0.0,1.9,0.0,8.7,5.8,0.6442307692307693,,wisdom,montana,west
16023,42,85.7,47.6,100.0,2.4,7.1,0.0,0.0,2.4,4.8,0.6428571428571429,,wise river,montana,west
16024,25,84.0,52.0,92.0,0.0,16.0,0.0,0.0,4.0,4.0,0.36,,wolf creek,montana,west
16025,2517,69.4,17.1,46.6,1.1,60.4,2.4,0.2,0.9,2.4,0.4934445768772348,,wolf point,montana,west
16026,676,81.5,31.5,97.8,0.1,4.1,0.6,0.3,3.4,3.0,0.5192307692307693,,woods bay,montana,west
16027,582,73.7,18.7,95.2,0.0,9.3,1.0,0.2,2.9,4.5,0.4896907216494845,,worden,montana,west
16028,714,71.6,11.3,95.2,0.1,4.9,1.8,0.7,3.2,5.3,0.5406162464985994,,wye,montana,west
16029,190,58.9,10.0,14.2,0.0,89.5,0.5,0.0,0.5,0.5,0.5578947368421052,,wyola,montana,west
16030,338,76.6,36.1,96.2,0.3,1.8,2.7,0.6,4.4,1.5,0.5414201183431953,,yaak,montana,west
16031,94,87.2,31.9,95.7,1.1,3.2,3.2,0.0,2.1,5.3,0.44680851063829785,,york,montana,west
16032,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,zenith colony,montana,west
16033,82,92.7,35.4,78.0,1.2,23.2,3.7,0.0,2.4,3.7,0.6463414634146342,,zortman,montana,west
16034,29,82.8,44.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,,zurich,montana,west
16035,65,80.0,18.5,89.2,0.0,3.1,1.5,0.0,9.2,10.8,0.4461538461538462,,abie village,nebraska,midwest
16036,604,70.9,25.0,98.8,0.8,0.5,0.3,0.0,2.3,2.2,0.4602649006622517,,adams village,nebraska,midwest
16037,30,70.0,16.7,90.0,6.7,10.0,6.7,0.0,6.7,6.7,0.5,,agnew,nebraska,midwest
16038,1616,75.6,22.3,92.5,0.7,2.9,0.6,0.1,7.6,9.3,0.48886138613861385,,ainsworth,nebraska,midwest
16039,1699,72.5,25.4,97.6,0.9,1.2,0.3,0.2,2.5,2.8,0.47321954090641555,,albion,nebraska,midwest
16040,647,70.3,12.7,88.1,0.8,2.8,0.2,0.0,17.0,18.1,0.5038639876352395,,alda village,nebraska,midwest
16041,148,75.0,16.9,98.6,0.7,4.1,0.0,0.0,2.7,6.8,0.527027027027027,,alexandria village,nebraska,midwest
16042,355,74.9,22.5,94.6,0.3,1.7,0.3,0.3,7.9,10.1,0.5211267605633803,,allen village,nebraska,midwest
16043,8151,71.9,19.0,89.3,1.5,7.4,1.2,0.1,9.7,14.1,0.4965034965034965,,alliance,nebraska,midwest
16044,1043,79.1,32.3,98.1,0.2,1.7,0.8,0.4,2.8,2.8,0.49185043144774687,,alma,nebraska,midwest
16045,115,71.3,8.7,95.7,1.7,4.3,1.7,0.0,1.7,2.6,0.5217391304347826,,alvo village,nebraska,midwest
16046,14,100.0,28.6,71.4,14.3,7.1,0.0,0.0,14.3,14.3,0.5714285714285714,,ames,nebraska,midwest
16047,201,73.1,19.9,96.0,1.0,2.0,0.5,0.0,5.0,5.0,0.527363184079602,,amherst village,nebraska,midwest
16048,10,80.0,10.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.5,,anoka village,nebraska,midwest
16049,108,82.4,32.4,100.0,1.9,1.9,0.0,0.0,0.9,0.0,0.5185185185185185,,anselmo village,nebraska,midwest
16050,459,71.7,25.1,98.9,0.2,0.9,0.0,0.0,1.3,2.0,0.48366013071895425,,ansley village,nebraska,midwest
16051,1002,73.4,25.2,95.2,1.2,2.1,1.2,0.0,4.4,5.7,0.46407185628742514,,arapahoe,nebraska,midwest
16052,283,70.0,21.6,98.6,0.0,0.4,0.4,0.0,4.2,2.8,0.47703180212014135,,arcadia village,nebraska,midwest
16053,68,77.9,25.0,97.1,1.5,4.4,1.5,0.0,7.4,2.9,0.6176470588235294,,archer,nebraska,midwest
16054,1300,68.6,16.8,98.4,0.8,1.9,0.9,0.0,2.2,2.2,0.49923076923076926,,arlington village,nebraska,midwest
16055,592,74.2,25.7,99.5,0.7,1.0,0.5,0.0,1.0,4.1,0.4831081081081081,,arnold village,nebraska,midwest
16056,128,75.0,30.5,100.0,0.0,6.3,0.8,0.8,1.6,2.3,0.46875,,arthur village,nebraska,midwest
16057,3086,71.3,17.8,96.2,2.1,2.8,1.3,0.2,4.1,3.5,0.4902786779001944,,ashland,nebraska,midwest
16058,198,82.8,27.3,98.0,1.0,3.0,0.5,0.5,3.5,2.0,0.5,,ashton village,nebraska,midwest
16059,134,77.6,21.6,100.0,0.7,1.5,0.0,0.0,0.0,1.5,0.5373134328358209,,aten,nebraska,midwest
16060,1306,73.7,24.5,96.1,1.0,1.6,0.7,0.0,3.9,3.6,0.47473200612557426,,atkinson,nebraska,midwest
16061,106,69.8,16.0,95.3,0.9,0.9,0.0,0.0,6.6,4.7,0.5377358490566038,,atlanta village,nebraska,midwest
16062,3470,71.6,20.4,97.9,1.0,2.0,0.8,0.1,1.9,2.7,0.4904899135446686,,auburn,nebraska,midwest
16063,4678,69.8,20.5,97.5,0.7,1.9,0.6,0.1,2.9,4.1,0.4916631038905515,,aurora,nebraska,midwest
16064,178,73.6,18.5,100.0,0.0,2.8,0.6,0.0,0.0,0.0,0.48314606741573035,,avoca village,nebraska,midwest
16065,732,73.5,16.8,98.2,0.7,1.8,0.4,1.2,2.7,4.2,0.4890710382513661,,axtell village,nebraska,midwest
16066,83,80.7,20.5,100.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4939759036144578,,ayr village,nebraska,midwest
16067,496,72.0,21.8,95.2,1.4,5.6,0.8,0.6,1.6,1.8,0.4959677419354839,,bancroft village,nebraska,midwest
16068,21,85.7,47.6,90.5,0.0,4.8,4.8,0.0,4.8,4.8,0.5714285714285714,,barada village,nebraska,midwest
16069,90,68.9,15.6,98.9,0.0,2.2,0.0,0.0,1.1,1.1,0.5333333333333333,,barneston village,nebraska,midwest
16070,109,79.8,26.6,97.2,0.0,2.8,3.7,0.0,2.8,3.7,0.45871559633027525,,bartlett village,nebraska,midwest
16071,270,75.2,29.3,99.6,0.7,1.9,0.0,0.0,2.2,1.1,0.4925925925925926,,bartley village,nebraska,midwest
16072,538,80.7,28.8,98.5,1.1,0.9,0.9,0.6,2.0,2.6,0.47769516728624534,,bassett,nebraska,midwest
16073,1194,69.8,17.6,97.2,0.3,2.8,1.1,0.0,1.8,1.5,0.4824120603015075,,battle creek,nebraska,midwest
16074,1140,73.9,24.4,91.6,1.1,5.4,1.8,0.7,11.6,16.6,0.49912280701754386,,bayard,nebraska,midwest
16075,26,80.8,34.6,88.5,0.0,11.5,7.7,0.0,0.0,0.0,0.4230769230769231,,bazile mills village,nebraska,midwest
16076,55,76.4,41.8,98.2,0.0,0.0,1.8,1.8,0.0,0.0,0.6363636363636364,,beacon view,nebraska,midwest
16077,12261,75.0,22.9,96.3,2.3,2.3,1.1,0.1,3.0,4.0,0.4859310007340347,,beatrice,nebraska,midwest
16078,537,74.9,27.6,97.4,1.9,5.6,1.1,0.0,4.1,6.3,0.5195530726256983,,beaver city,nebraska,midwest
16079,375,74.9,20.3,98.4,1.6,2.1,0.0,0.0,1.3,2.7,0.5466666666666666,,beaver crossing village,nebraska,midwest
16080,171,73.1,15.2,98.8,0.6,4.7,0.6,0.0,0.6,1.2,0.5614035087719298,,bee village,nebraska,midwest
16081,611,76.6,29.1,93.6,1.8,2.3,2.9,1.0,5.4,6.1,0.5073649754500819,,beemer village,nebraska,midwest
16082,113,83.2,23.0,97.3,0.9,0.9,0.0,0.9,0.9,1.8,0.48672566371681414,,belden village,nebraska,midwest
16083,103,83.5,29.1,97.1,1.0,3.9,1.0,0.0,0.0,0.0,0.49514563106796117,,belgrade village,nebraska,midwest
16084,64176,71.3,14.8,83.3,8.4,3.2,4.1,0.4,13.6,16.9,0.4949513836948392,,bellevue,nebraska,midwest
16085,407,69.5,19.2,95.1,0.2,1.7,0.2,0.2,7.1,5.7,0.4914004914004914,,bellwood village,nebraska,midwest
16086,199,87.9,42.7,97.5,0.0,2.5,0.5,0.0,3.5,2.5,0.5778894472361809,,belmar,nebraska,midwest
16087,51,80.4,19.6,98.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6078431372549019,,belvidere village,nebraska,midwest
16088,203,70.4,21.2,99.5,1.0,0.5,0.0,0.0,0.0,1.5,0.49261083743842365,,benedict village,nebraska,midwest
16089,821,77.1,27.4,96.7,1.2,2.4,0.6,0.4,2.9,4.4,0.4774665042630938,,benkelman,nebraska,midwest
16090,1082,65.2,11.1,98.8,2.5,1.3,1.0,0.1,3.1,3.5,0.512014787430684,,bennet village,nebraska,midwest
16091,2026,67.6,17.1,97.1,2.4,2.0,2.0,0.3,2.1,3.1,0.4856860809476802,,bennington,nebraska,midwest
16092,49,69.4,8.2,98.0,0.0,4.1,2.0,0.0,12.2,6.1,0.40816326530612246,,berea,nebraska,midwest
16093,709,71.9,23.7,95.9,1.3,1.0,0.0,0.0,5.9,8.7,0.5232722143864598,,bertrand village,nebraska,midwest
16094,75,81.3,20.0,92.0,1.3,6.7,2.7,0.0,2.7,2.7,0.52,,berwyn village,nebraska,midwest
16095,394,75.6,26.1,93.1,0.8,4.3,0.5,0.3,7.6,8.4,0.47715736040609136,,big springs village,nebraska,midwest
16096,205,70.2,17.1,95.6,2.9,4.4,1.0,2.0,5.4,8.8,0.4634146341463415,,bladen village,nebraska,midwest
16097,7790,72.3,20.4,97.5,1.5,2.3,0.9,0.2,2.9,3.7,0.47933247753530167,,blair,nebraska,midwest
16098,986,79.8,33.5,92.7,0.7,6.1,0.4,0.0,4.7,5.6,0.4787018255578093,,bloomfield,nebraska,midwest
16099,110,77.3,29.1,98.2,0.0,3.6,0.9,0.0,1.8,2.7,0.5,,bloomington village,nebraska,midwest
16100,805,72.3,22.7,98.3,0.9,2.9,0.7,0.0,2.0,2.4,0.49813664596273294,,blue hill,nebraska,midwest
16101,282,75.2,21.3,100.0,0.0,1.4,1.1,0.4,0.4,0.0,0.524822695035461,,blue springs,nebraska,midwest
16102,95,82.1,21.1,100.0,1.1,3.2,1.1,0.0,2.1,2.1,0.49473684210526314,,bow valley,nebraska,midwest
16103,410,8.5,1.2,58.0,25.6,4.4,1.7,0.7,13.2,12.4,0.6146341463414634,,boys town village,nebraska,midwest
16104,273,75.5,22.0,97.8,0.4,4.4,0.0,0.0,5.1,4.4,0.5274725274725275,,bradshaw village,nebraska,midwest
16105,383,73.6,17.8,99.0,0.3,0.8,1.0,0.0,1.8,3.9,0.47780678851174935,,brady village,nebraska,midwest
16106,336,74.1,23.8,97.3,0.9,0.6,0.6,0.3,3.0,3.3,0.4880952380952381,,brainard village,nebraska,midwest
16107,12,66.7,25.0,83.3,16.7,8.3,8.3,16.7,16.7,8.3,0.6666666666666666,,brewster village,nebraska,midwest
