city,city_brewery_count,state,state_brewery_count,bar,brewpub,closed,contract,large,location,micro,nano,planning,proprietor,regional,taproom,college_town,major_city,national_park_vistors,ski_resort,tech_city,total population,% age 21+,% age 65+,% race - white,% race - black,% race - american native,% race  - asian,% race - pacific islander,% race - other,% race - hispanic/latino,% male,2021 median income,region
plum city,1,wisconsin,225,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
egg harbor,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
west allis,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60325.0,76.8,16.3,83.2,8.9,3.5,3.4,0.1,11.9,16.9,0.4954330708661417,,midwest
minocqua,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,411.0,89.3,40.9,92.2,0.5,2.9,3.2,0.0,5.6,3.2,0.4330900243309002,,midwest
oak creek,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36497.0,75.0,15.2,85.9,4.9,1.8,8.0,0.1,7.3,9.4,0.4906978655779927,,midwest
hartland,1,wisconsin,225,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
richland center,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5114.0,74.0,21.8,94.6,2.3,1.9,1.6,0.2,4.9,5.7,0.4851388345717637,,midwest
coloma,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
marinette,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11119.0,75.6,20.4,95.4,1.9,3.2,1.3,0.1,3.4,3.8,0.4938393740444284,,midwest
elkhart lake,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
washburn,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,79.0,27.7,92.5,1.3,9.3,0.6,0.2,3.2,2.9,0.4875670404680643,,midwest
mukwonago,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
woodruff,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,891.0,78.6,32.2,92.5,0.2,7.5,0.9,0.1,3.5,2.8,0.4702581369248036,,midwest
saint francis,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
rhinelander,1,wisconsin,225,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8285.0,76.1,20.0,95.4,1.8,3.7,1.3,0.1,2.5,2.5,0.4815932407966204,,midwest
manitowish waters,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
luxemburg,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
saint croix falls,1,wisconsin,225,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
omro,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3652.0,73.0,16.8,95.4,1.2,2.5,1.5,0.1,5.1,6.0,0.4997261774370208,,midwest
fall creek,1,wisconsin,225,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
greendale,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
middleton,1,wisconsin,225,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,21827.0,76.5,18.3,86.1,5.3,1.5,8.4,0.1,6.3,6.8,0.4797727585101021,,midwest
warrens,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
roberts,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
reedsburg,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9984.0,72.8,18.5,93.1,2.3,2.2,1.0,0.1,6.4,7.2,0.4787660256410256,,midwest
two rivers,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11271.0,77.2,22.4,93.9,2.3,2.2,3.4,0.1,3.8,3.7,0.490018631887144,,midwest
cross plains,1,wisconsin,225,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
mineral point,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2581.0,76.6,22.2,98.2,0.7,1.3,1.0,0.3,1.8,1.8,0.4843084075939558,,midwest
darlington,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2462.0,72.0,19.0,82.9,0.9,1.6,1.0,0.1,21.5,23.7,0.4935012185215272,,midwest
amery,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2962.0,76.8,28.5,96.8,1.4,2.2,0.8,0.1,2.8,2.2,0.4669142471303174,,midwest
baraboo,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,12556.0,74.8,19.6,93.4,2.5,2.9,1.6,0.1,5.3,5.9,0.4876553042370181,,midwest
algoma,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3243.0,76.7,25.5,96.6,1.4,2.3,0.9,0.2,3.1,2.9,0.4896700585877274,,midwest
rice lake,1,wisconsin,225,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9040.0,75.6,23.9,95.6,1.5,2.5,1.8,0.1,3.7,3.7,0.4711283185840708,,midwest
brookfield,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41464.0,73.2,21.5,85.4,2.7,1.0,12.9,0.1,3.6,3.5,0.4857225545051128,,midwest
bloomer,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3683.0,76.3,25.7,98.6,0.8,0.8,0.3,0.1,1.7,1.1,0.4754276405104534,,midwest
new richmond,1,wisconsin,225,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10079.0,72.4,16.8,95.5,2.7,2.2,1.8,0.2,2.9,3.1,0.4937989879948407,,midwest
fort atkinson,1,wisconsin,225,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12579.0,74.8,18.8,92.7,1.9,1.9,1.4,0.1,9.2,10.6,0.4831067652436601,,midwest
port washington,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12353.0,75.8,19.4,95.5,3.1,1.3,1.9,0.1,3.1,3.7,0.4875738686958633,,midwest
mount horeb,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,midwest
arena,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
rosholt,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
ripon,1,wisconsin,225,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7863.0,70.0,19.3,91.7,2.9,1.8,1.4,0.2,7.4,8.4,0.4677603967951164,,midwest
east troy,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,midwest
elkhorn,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10247.0,71.5,16.3,92.8,1.7,2.3,2.0,0.0,10.1,12.9,0.4940958329267103,,midwest
soldiers grove,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
baileys harbor,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,334.0,88.0,45.5,99.1,0.3,0.6,0.0,0.3,1.5,1.8,0.5179640718562875,,midwest
greenleaf,1,wisconsin,225,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,733.0,68.5,13.5,83.8,1.4,4.8,0.7,0.0,17.7,20.3,0.4965893587994543,,midwest
lake geneva,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8277.0,76.8,21.9,91.1,1.6,1.6,2.4,0.1,13.2,15.6,0.4832668841367645,,midwest
mequon,1,wisconsin,225,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25142.0,72.4,23.8,90.7,3.9,0.9,6.0,0.1,3.8,3.5,0.4820618884734707,,midwest
fountain city,1,wisconsin,225,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,806.0,80.4,25.3,97.3,1.5,2.6,0.2,0.0,3.1,2.4,0.4826302729528536,,midwest
grand rapids,29,michigan,375,0,21,0,0,0,0,6,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,198917.0,73.7,12.8,68.1,22.0,2.7,3.2,0.2,13.3,16.5,0.4878265809357672,32187.0,midwest
kalamazoo,14,michigan,375,0,8,0,0,0,0,5,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,73598.0,69.1,11.9,68.5,27.6,2.8,3.1,0.2,7.6,9.1,0.4926084947960542,21980.0,midwest
detroit,13,michigan,375,0,5,0,1,0,0,3,0,2,0,2,0,0.0,1.0,0.0,0.0,1.0,639111.0,70.8,13.7,14.5,80.4,1.6,2.1,0.1,6.7,8.0,0.4790200763247699,22710.0,midwest
holland,12,michigan,375,0,1,0,0,0,0,9,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34378.0,70.4,17.2,82.2,6.2,2.5,3.8,0.2,17.2,23.4,0.4730059922043167,,midwest
jackson,12,michigan,375,0,3,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31309.0,70.5,13.5,76.1,24.7,3.0,1.6,0.1,5.0,6.8,0.4880385831550033,,midwest
traverse city,12,michigan,375,0,5,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,15678.0,80.1,23.3,95.5,2.0,3.0,1.5,0.2,3.3,3.1,0.4826508483224901,,midwest
ann arbor,11,michigan,375,0,8,0,0,0,0,2,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,123851.0,74.3,12.6,75.1,8.6,1.4,18.3,0.2,5.0,5.5,0.4946508304333433,35862.0,midwest
milford,9,michigan,375,0,3,0,0,0,0,4,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
lowell,7,michigan,375,0,2,0,0,0,0,3,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,4142.0,72.8,16.0,96.5,2.1,2.4,1.3,0.0,4.7,4.6,0.48430709802028,,midwest
lansing,7,michigan,375,0,3,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,112644.0,73.9,13.0,65.6,28.8,3.3,5.1,0.2,9.6,13.7,0.4884148290188558,30829.0,midwest
grand haven,5,michigan,375,0,1,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,11011.0,79.4,25.8,95.8,2.4,2.1,2.0,0.1,3.0,3.2,0.4640813731722822,,midwest
marquette,5,michigan,375,0,1,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,20629.0,82.3,17.6,93.6,3.9,4.5,1.7,0.1,3.1,3.5,0.5396771535217413,,midwest
royal oak,5,michigan,375,0,3,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58211.0,83.3,15.5,91.7,4.7,1.4,4.8,0.1,3.7,3.7,0.5034787239525176,,midwest
farmington,5,michigan,375,0,2,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11597.0,78.4,17.7,65.4,11.0,1.8,24.3,0.1,3.3,3.2,0.4928860912304906,,midwest
comstock park,4,michigan,375,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10500.0,73.7,13.4,79.9,11.8,2.7,2.2,0.2,12.5,15.7,0.4871428571428571,,midwest
northport,4,michigan,375,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
chelsea,4,michigan,375,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5467.0,77.1,28.9,96.7,1.5,1.6,2.4,0.1,3.1,3.3,0.4547283702213279,,midwest
howell,4,michigan,375,0,3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10068.0,77.2,17.2,95.2,2.0,2.6,1.8,0.5,4.0,4.4,0.4926499801350814,,midwest
ithaca,4,michigan,375,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2853.0,76.1,23.0,96.6,0.8,2.3,0.8,0.1,5.1,6.3,0.4812478093235191,,midwest
ferndale,4,michigan,375,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19190.0,86.5,11.0,89.8,7.7,2.2,3.8,0.1,4.0,4.4,0.5062011464304326,,midwest
grayling,4,michigan,375,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1867.0,74.5,21.9,96.8,1.6,3.7,1.1,0.2,4.1,4.8,0.4708087841456883,,midwest
paw paw,4,michigan,375,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
fremont,4,michigan,375,0,2,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4516.0,72.7,23.7,96.6,1.3,2.6,1.0,0.2,4.3,4.9,0.4546058458813109,,midwest
muskegon,3,michigan,375,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,38318.0,75.0,15.3,59.7,37.7,3.2,0.8,0.1,6.6,9.2,0.5236703377002975,,midwest
sault sainte marie,3,michigan,375,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
portage,3,michigan,375,0,2,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,48891.0,74.6,18.9,87.9,7.1,2.3,5.7,0.1,4.2,4.5,0.4810292282833241,,midwest
pontiac,3,michigan,375,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61606.0,70.4,11.7,36.5,52.1,2.4,2.8,0.1,16.8,21.8,0.4918189786709087,,midwest
benton harbor,3,michigan,375,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9103.0,63.3,10.6,11.6,86.8,1.5,0.3,0.1,4.2,5.1,0.4644622651873009,,midwest
houghton,3,michigan,375,0,1,0,0,0,0,2,0,0,0,0,0,1.0,0.0,25454.0,1.0,0.0,8386.0,59.9,8.0,88.5,2.7,2.0,9.4,0.1,3.5,3.4,0.6086334366801812,,midwest
saint clair shores,3,michigan,375,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
northville,3,michigan,375,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6119.0,77.9,21.5,93.2,1.0,1.1,6.2,0.1,3.2,2.8,0.4798169635561366,,midwest
ypsilanti,3,michigan,375,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20648.0,70.5,9.5,68.8,27.2,2.4,5.2,0.4,5.6,6.4,0.4770437814800465,,midwest
ludington,3,michigan,375,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7655.0,78.1,27.4,95.7,1.8,3.2,1.2,0.2,4.4,5.7,0.4666231221423906,,midwest
bridgman,3,michigan,375,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2096.0,76.8,25.0,95.8,2.1,1.7,2.9,0.1,2.8,2.6,0.4923664122137404,,midwest
south haven,3,michigan,375,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3964.0,81.3,32.7,82.8,15.1,2.8,1.3,0.1,5.0,5.6,0.450050454086781,,midwest
baroda,3,michigan,375,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
galesburg,3,michigan,375,0,1,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,2049.0,71.1,14.7,93.8,6.8,2.7,0.9,0.0,4.4,3.5,0.4865788189360663,,midwest
petoskey,3,michigan,375,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5877.0,79.5,23.5,94.1,1.3,6.6,1.2,0.3,2.3,2.4,0.4788157223072996,,midwest
mt pleasant,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
escanaba,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12450.0,75.9,22.8,95.4,1.3,6.4,1.2,0.2,1.7,2.2,0.4767871485943775,,midwest
three rivers,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7973.0,69.9,13.8,86.4,13.3,3.0,1.5,0.1,5.5,6.5,0.4793678665496049,,midwest
commerce township,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
williamston,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3819.0,74.1,18.2,96.3,2.2,2.0,1.6,0.1,4.1,4.0,0.4831107619795758,,midwest
midland,2,michigan,375,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,42547.0,74.3,19.2,92.9,3.3,2.2,4.3,0.3,3.8,3.9,0.4816790843067666,,midwest
saline,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8948.0,75.9,22.1,93.7,3.2,1.7,4.7,0.2,3.5,3.5,0.468596334376397,,midwest
saginaw,2,michigan,375,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44202.0,69.7,14.5,47.5,49.3,2.4,0.8,0.1,9.9,15.8,0.475611963259581,,midwest
ishpeming,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6140.0,75.3,19.8,97.4,1.3,4.6,0.4,0.1,1.7,1.4,0.4889250814332248,,midwest
clinton township,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
fenton,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12050.0,75.3,17.3,96.4,2.7,2.5,1.8,0.1,3.2,3.7,0.4616597510373444,,midwest
east lansing,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,47741.0,60.0,8.3,76.3,13.7,1.2,10.1,0.2,4.1,5.2,0.4936218344818919,,midwest
sawyer,2,michigan,375,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
burton,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29715.0,75.2,16.9,87.3,12.0,3.1,1.1,0.1,4.0,5.0,0.4886084469123338,,midwest
dearborn,2,michigan,375,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,109976.0,66.9,13.4,91.8,4.8,0.9,4.3,0.1,4.0,3.6,0.5010184040154215,30414.0,midwest
hudsonville,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7629.0,70.0,16.5,95.8,2.6,2.1,1.9,0.1,3.9,4.9,0.4857779525494822,,midwest
flint,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,81252.0,70.7,13.8,39.9,60.4,2.5,0.9,0.1,3.7,4.9,0.4909909909909909,22209.0,midwest
wyoming,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,76501.0,72.0,12.1,72.7,11.8,2.8,3.9,0.1,20.5,25.4,0.4927125135619142,32226.0,midwest
saugatuck,2,michigan,375,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,865.0,85.1,33.3,97.0,1.4,0.7,0.8,0.1,4.4,6.4,0.4855491329479768,,midwest
bay city,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32661.0,74.6,16.0,93.1,6.3,3.0,1.0,0.1,6.3,10.0,0.4915342457365053,,midwest
clarkston,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,midwest
cedar,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,102.0,82.4,6.9,96.1,0.0,2.0,4.9,0.0,1.0,3.9,0.4705882352941176,,midwest
south lyon,2,michigan,375,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11746.0,74.8,18.2,95.3,1.8,1.9,3.5,0.0,3.8,3.2,0.4753107440830921,,midwest
charlevoix,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2348.0,84.4,33.0,97.5,1.1,3.5,0.7,0.1,1.6,1.1,0.4689097103918228,,midwest
new buffalo,2,michigan,375,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1708.0,82.6,26.1,93.7,1.2,1.9,1.1,0.2,7.3,6.7,0.4959016393442623,,midwest
saint clair,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
grand ledge,2,michigan,375,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7784.0,74.5,18.2,96.3,3.0,2.4,1.1,0.0,4.6,5.8,0.4712230215827338,,midwest
frankfort,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1252.0,86.1,44.0,98.4,0.8,2.5,0.4,0.2,3.4,2.3,0.4536741214057508,,midwest
tecumseh,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8680.0,77.0,23.1,96.7,2.0,3.0,1.2,0.0,4.2,5.7,0.472926267281106,,midwest
big rapids,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7727.0,65.1,11.0,89.9,8.0,2.9,2.9,0.1,3.9,4.5,0.4590397308140287,,midwest
albion,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7700.0,65.5,14.5,66.9,33.0,2.4,1.6,0.1,4.9,8.5,0.5077922077922078,,midwest
livonia,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,95535.0,78.9,21.5,90.7,5.8,1.9,4.2,0.1,3.5,3.6,0.4911184382686973,43834.0,midwest
grandville,2,michigan,375,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16083.0,74.8,17.4,90.8,5.6,2.3,3.1,0.1,6.1,7.6,0.4826214014798234,,midwest
dowagiac,2,michigan,375,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5721.0,68.8,15.6,79.6,19.3,6.9,0.7,0.2,6.1,7.8,0.4785876595000874,,midwest
newaygo,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2471.0,70.5,17.1,95.1,1.3,3.0,1.0,0.2,6.3,8.7,0.4702549575070821,,midwest
battle creek,1,michigan,375,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,52721.0,71.7,16.3,72.2,22.2,2.9,5.7,0.2,6.3,7.7,0.4860681701788661,,midwest
delton,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,854.0,79.0,21.5,98.4,1.5,3.7,0.7,0.0,3.5,2.2,0.4765807962529274,,midwest
harbor springs,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1274.0,86.6,44.0,93.3,1.1,5.1,1.3,0.2,2.0,1.6,0.4458398744113029,,midwest
zeeland,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5719.0,72.8,23.9,92.9,2.3,1.4,2.2,0.1,5.9,7.4,0.4628431543976219,,midwest
manistee,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6259.0,76.7,22.7,95.5,2.5,6.1,1.0,0.1,3.6,4.2,0.4753155456143154,,midwest
holly,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,midwest
elk rapids,1,michigan,375,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
manistique,1,michigan,375,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2828.0,76.9,23.7,89.5,0.7,15.2,1.2,0.2,1.6,1.8,0.4607496463932107,,midwest
shelby township,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,midwest
oscoda,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,916.0,79.8,27.0,94.2,2.2,2.1,2.6,0.3,3.3,3.6,0.4858078602620087,,midwest
bellaire,1,michigan,375,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,midwest
fennville,1,michigan,375,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1745.0,61.2,9.4,76.0,4.8,2.1,1.0,0.1,33.2,41.6,0.4871060171919771,,midwest
