city,city_brewery_count,state,state_brewery_count,bar,brewpub,closed,contract,large,location,micro,nano,planning,proprietor,regional,taproom,college_town,major_city,national_park_vistors,ski_resort,tech_city,total population,% age 21+,% age 65+,% race - white,% race - black,% race - american native,% race  - asian,% race - pacific islander,% race - other,% race - hispanic/latino,% male,2021 median income,region
purcellville,7,virginia,254,0,2,0,0,0,0,4,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8929.0,64.1,9.0,87.6,5.4,2.0,6.4,0.4,9.0,10.1,0.4994960241908388,,south
ashburn,6,virginia,254,0,0,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,46349.0,72.0,15.1,67.7,9.7,1.5,21.8,0.2,10.0,11.4,0.4823405035707351,,south
sterling,6,virginia,254,0,2,0,0,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,30337.0,71.8,10.7,49.4,8.7,2.6,16.6,0.2,39.3,44.5,0.5070376108382503,,south
staunton,5,virginia,254,0,1,0,0,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,25750.0,77.0,22.1,84.9,14.1,2.3,1.9,0.2,4.1,4.2,0.463883495145631,,south
bedford,4,virginia,254,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6657.0,76.2,23.6,80.7,19.8,2.6,1.3,0.2,2.9,2.9,0.4638726152921736,,south
harrisonburg,4,virginia,254,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51814.0,61.5,10.2,74.8,10.3,1.9,5.5,0.2,18.2,23.2,0.4755664492222179,,south
winchester,4,virginia,254,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28120.0,73.0,16.7,73.1,12.8,2.7,3.2,0.2,17.0,19.5,0.4927453769559032,,south
petersburg,4,virginia,254,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33458.0,77.7,17.7,19.7,77.2,1.8,1.5,0.2,5.0,5.9,0.464193914758802,,south
woodbridge,4,virginia,254,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44668.0,69.3,8.6,39.0,24.8,3.1,10.3,0.4,39.4,45.5,0.4968881525924599,,south
roanoke,3,virginia,254,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100011.0,75.9,17.9,64.1,30.8,2.3,3.2,0.1,7.5,8.5,0.4763576006639269,29118.0,south
blacksburg,3,virginia,254,0,3,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,44826.0,57.3,6.2,77.1,5.7,1.0,18.7,0.1,4.1,5.8,0.543010752688172,,south
lorton,3,virginia,254,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,20072.0,70.3,11.7,37.1,35.5,1.9,21.2,0.3,15.6,18.4,0.47763053009167,,south
midlothian,3,virginia,254,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18320.0,72.1,18.8,82.6,10.1,1.7,8.3,0.2,4.0,4.4,0.4693777292576419,,south
falls church,3,virginia,254,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14658.0,72.4,14.9,81.1,5.6,1.6,14.3,0.3,9.8,10.4,0.484240687679083,,south
chantilly,3,virginia,254,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,24301.0,70.8,11.4,49.2,7.5,1.5,35.9,0.1,17.5,20.1,0.501831200362125,,south
culpeper,3,virginia,254,0,0,0,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20062.0,67.2,12.4,62.7,21.3,3.3,3.4,0.2,21.0,24.9,0.4821553185126109,,south
waynesboro,3,virginia,254,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22196.0,75.6,19.9,81.9,15.0,2.0,1.9,0.3,7.1,8.8,0.4768877275184718,,south
sperryville,2,virginia,254,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,302.0,81.1,24.5,93.4,3.6,2.0,1.7,1.0,5.0,4.0,0.5331125827814569,,south
fairfax,2,virginia,254,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,24146.0,76.6,16.0,66.9,6.0,1.9,21.3,0.2,16.3,17.7,0.4965211629255363,,south
crozet,2,virginia,254,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9224.0,68.2,17.4,91.0,3.6,1.2,6.2,0.1,4.6,4.3,0.4672593235039028,,south
warrenton,2,virginia,254,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10057.0,74.0,18.7,81.0,14.2,2.2,4.0,0.3,8.4,10.0,0.4651486526797255,,south
dulles,2,virginia,254,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
bluemont,2,virginia,254,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
afton,2,virginia,254,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,313.0,82.1,31.0,93.9,3.8,0.6,1.9,0.3,3.8,2.9,0.5527156549520766,,south
herndon,2,virginia,254,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,24655.0,71.7,10.0,50.4,9.9,2.9,19.4,0.1,32.8,37.5,0.5178665585074022,,south
montross,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,333.0,84.1,37.5,74.2,21.6,0.9,1.8,0.0,5.4,5.4,0.4564564564564564,,south
axton,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
vinton,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8059.0,75.1,20.4,89.8,9.5,2.8,1.6,0.1,3.0,3.6,0.4682963146792406,,south
abingdon,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8376.0,78.8,23.8,94.0,4.4,1.8,2.4,0.1,1.9,2.0,0.46585482330468,,south
louisa,1,virginia,254,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1987.0,73.4,21.6,69.7,30.2,1.8,1.8,0.3,5.9,6.9,0.4599899345747358,,south
lovingston,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,503.0,77.5,26.6,78.9,17.9,3.2,4.6,0.2,2.6,3.4,0.4333996023856858,,south
nellysford,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1254.0,90.7,53.1,95.9,1.4,1.8,1.0,0.2,3.0,2.2,0.4944178628389155,,south
elkton,1,virginia,254,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2941.0,74.5,20.5,93.9,4.9,1.6,1.2,0.0,3.1,5.0,0.4790887453247194,,south
lake ridge,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46162.0,70.5,12.0,57.0,25.1,2.3,13.0,0.4,16.7,19.8,0.4795069537715004,,south
goodview,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
aldie,1,virginia,254,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,70.0,71.4,15.7,90.0,4.3,7.1,8.6,4.3,12.9,17.1,0.7285714285714285,,south
brookneal,1,virginia,254,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1090.0,72.8,23.4,65.6,34.3,2.0,0.0,0.0,1.4,1.2,0.4660550458715596,,south
